Sr No.,Spectrum,ComponentName,C,O,Al,Si,P,S,Cr,Mn,Ni,Pb,Fe,Mo,Cu,Sn,Zn,Au,K,N,Ca,V,W,Cl
2064,71,M&M HPP Component,1.73,1.14,0.0,0.22,0.0,0.0,0.0,0.95,0.0,0.0,95.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,72,M&M HPP Component,1.95,1.32,0.0,0.23,0.0,0.0,0.0,0.95,0.0,0.0,95.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,73,M&M HPP Component,1.89,1.26,0.0,0.23,0.0,0.0,0.0,1.03,0.0,0.0,95.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,74,M&M HPP Component,2.03,1.13,0.0,0.22,0.0,0.0,0.0,0.78,0.0,0.0,95.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,75,M&M HPP Component,1.78,1.02,0.0,0.2,0.0,0.0,0.0,0.92,0.0,0.0,96.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,76,M&M HPP Component,1.31,1.13,0.0,0.22,0.0,0.0,0.0,0.99,0.0,0.0,96.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,77,M&M HPP Component,2.27,1.22,0.0,0.19,0.0,0.0,0.0,0.99,0.0,0.0,95.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,78,M&M HPP Component,1.97,1.11,0.0,0.18,0.0,0.0,0.0,0.98,0.0,0.0,95.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,79,M&M HPP Component,2.08,1.03,0.0,0.24,0.0,0.0,0.0,0.98,0.0,0.0,95.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,80,M&M HPP Component,1.98,1.18,0.0,0.22,0.0,0.0,0.0,0.91,0.0,0.0,95.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,81,M&M HPP Component,1.54,1.13,0.0,0.2,0.0,0.0,0.0,1.04,0.0,0.0,96.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2075,82,M&M HPP Component,2.16,1.07,0.0,0.18,0.0,0.0,0.0,0.83,0.0,0.0,95.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,83,M&M HPP Component,2.1,1.15,0.0,0.18,0.0,0.0,0.0,0.98,0.0,0.0,95.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,84,M&M HPP Component,1.85,1.19,0.0,0.19,0.0,0.0,0.0,0.87,0.0,0.0,95.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,85,M&M HPP Component,1.74,1.02,0.0,0.32,0.0,0.0,0.0,1.0,0.0,0.0,95.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,86,M&M HPP Component,1.93,1.12,0.0,0.23,0.0,0.0,0.0,1.05,0.0,0.0,95.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,87,M&M HPP Component,2.07,1.11,0.0,0.2,0.0,0.0,0.0,1.11,0.0,0.0,95.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,88,M&M HPP Component,2.83,1.17,0.0,0.26,0.0,0.0,0.0,0.94,0.0,0.0,94.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,89,M&M HPP Component,1.97,1.33,0.0,0.24,0.0,0.0,0.0,0.99,0.0,0.0,95.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,90,M&M HPP Component,1.9,1.04,0.0,0.28,0.0,0.0,0.0,1.01,0.0,0.0,95.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,91,M&M HPP Component,1.74,1.13,0.0,0.24,0.0,0.0,0.0,0.94,0.0,0.0,95.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,92,M&M HPP Component,1.97,1.16,0.0,0.2,0.0,0.0,0.0,1.08,0.0,0.0,95.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,93,M&M HPP Component,1.58,1.15,0.0,0.21,0.0,0.0,0.0,0.99,0.0,0.0,96.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,94,M&M HPP Component,2.35,1.16,0.0,0.18,0.0,0.0,0.0,0.92,0.0,0.0,95.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,95,M&M HPP Component,1.78,1.14,0.0,0.25,0.0,0.0,0.0,0.86,0.0,0.0,95.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,96,M&M HPP Component,1.83,1.09,0.0,0.19,0.0,0.0,0.0,0.84,0.0,0.0,96.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,97,M&M HPP Component,1.83,1.12,0.0,0.16,0.0,0.0,0.0,0.92,0.0,0.0,95.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,98,M&M HPP Component,1.95,1.1,0.0,0.23,0.0,0.0,0.0,0.91,0.0,0.0,95.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,99,M&M HPP Component,2.49,1.05,0.0,0.22,0.0,0.0,0.0,1.15,0.0,0.0,95.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,100,M&M HPP Component,2.05,1.15,0.0,0.19,0.0,0.0,0.0,0.91,0.0,0.0,95.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2094,101,M&M HPP Component,2.68,1.09,0.0,0.25,0.0,0.0,0.0,0.93,0.0,0.0,95.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,102,M&M HPP Component,1.77,1.0,0.0,0.23,0.0,0.0,0.0,0.93,0.0,0.0,96.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2096,103,M&M HPP Component,1.92,1.23,0.0,0.22,0.0,0.0,0.0,1.12,0.0,0.0,95.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,104,M&M HPP Component,1.78,0.92,0.0,0.21,0.0,0.0,0.0,1.14,0.0,0.0,95.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2098,105,M&M HPP Component,2.12,1.16,0.0,0.26,0.0,0.0,0.0,0.9,0.0,0.0,95.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,1,Magnet Coil,3.24,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.15,0.0,0.0,90.37,0.0,3.36,0.0,0.0,0.0,0.0
2100,2,Magnet Coil,3.93,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.24,0.0,0.0,89.73,0.0,3.38,0.0,0.0,0.0,0.0
2101,3,Magnet Coil,3.87,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,1.6,0.0,0.0,89.45,0.0,3.05,0.0,0.0,0.0,0.0
2102,4,Magnet Coil,3.56,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.52,0.0,0.0,89.56,0.0,3.46,0.0,0.0,0.0,0.0
2103,5,Magnet Coil,3.94,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,1.41,0.0,0.0,89.46,0.0,3.12,0.0,0.0,0.0,0.0
2104,6,Magnet Coil,4.31,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.42,0.0,0.0,89.17,0.0,3.34,0.0,0.0,0.0,0.0
2105,7,Magnet Coil,3.6,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.85,0.0,0.0,89.21,0.0,3.51,0.0,0.0,0.0,0.0
2106,8,Magnet Coil,3.84,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.24,0.0,0.0,89.83,0.0,3.11,0.0,0.0,0.0,0.0
2107,9,Magnet Coil,3.47,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,1.35,0.0,0.0,90.76,0.0,2.83,0.0,0.0,0.0,0.0
2108,10,Magnet Coil,4.02,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,1.41,0.0,0.0,89.64,0.0,2.99,0.0,0.0,0.0,0.0
2109,11,Magnet Coil,3.76,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,1.48,0.0,0.0,89.84,0.0,3.13,0.0,0.0,0.0,0.0
2110,12,Magnet Coil,3.28,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,1.38,0.0,0.0,90.04,0.0,3.33,0.0,0.0,0.0,0.0
2111,13,Magnet Coil,3.59,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,1.33,0.0,0.0,90.42,0.0,3.06,0.0,0.0,0.0,0.0
2112,14,Magnet Coil,3.92,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,1.31,0.0,0.0,89.73,0.0,3.28,0.0,0.0,0.0,0.0
2113,15,Magnet Coil,3.77,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,1.36,0.0,0.0,90.26,0.0,2.88,0.0,0.0,0.0,0.0
2114,16,Magnet Coil,3.66,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,1.46,0.0,0.0,90.12,0.0,2.92,0.0,0.0,0.0,0.0
2115,17,Magnet Coil,3.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,1.16,0.0,0.0,90.45,0.0,3.0,0.0,0.0,0.0,0.0
2116,18,Magnet Coil,4.03,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,1.32,0.0,0.0,89.64,0.0,2.89,0.0,0.0,0.0,0.0
2117,19,Magnet Coil,3.58,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,1.45,0.0,0.0,90.17,0.0,3.05,0.0,0.0,0.0,0.0
2118,20,Magnet Coil,4.04,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.37,0.0,0.0,89.03,0.0,3.57,0.0,0.0,0.0,0.0
2119,21,Magnet Coil,4.13,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.42,0.0,0.0,89.16,0.0,3.33,0.0,0.0,0.0,0.0
2120,22,Magnet Coil,3.89,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,1.31,0.0,0.0,89.74,0.0,3.21,0.0,0.0,0.0,0.0
2121,23,Magnet Coil,3.6,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,1.57,0.0,0.0,89.77,0.0,3.34,0.0,0.0,0.0,0.0
2122,24,Magnet Coil,3.61,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.49,0.0,0.0,89.89,0.0,3.26,0.0,0.0,0.0,0.0
2123,25,Magnet Coil,3.37,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,1.36,0.0,0.0,89.92,0.0,3.26,0.0,0.0,0.0,0.0
2124,26,Magnet Coil,3.77,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.31,0.0,0.0,89.82,0.0,3.28,0.0,0.0,0.0,0.0
2125,27,Magnet Coil,3.38,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,1.48,0.0,0.0,90.19,0.0,3.22,0.0,0.0,0.0,0.0
2126,28,Magnet Coil,3.86,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,1.23,0.0,0.0,89.35,0.0,3.78,0.0,0.0,0.0,0.0
2127,29,Magnet Coil,3.99,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,1.24,0.0,0.0,89.42,0.0,3.49,0.0,0.0,0.0,0.0
2128,30,Magnet Coil,3.64,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,1.39,0.0,0.0,89.8,0.0,3.14,0.0,0.0,0.0,0.0
2129,31,Magnet Coil,4.07,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,1.46,0.0,0.0,89.1,0.0,3.43,0.0,0.0,0.0,0.0
2130,32,Magnet Coil,3.39,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,1.39,0.0,0.0,90.05,0.0,3.57,0.0,0.0,0.0,0.0
2131,33,Magnet Coil,3.91,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,1.27,0.0,0.0,89.88,0.0,3.29,0.0,0.0,0.0,0.0
2132,34,Magnet Coil,3.84,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,1.42,0.0,0.0,89.21,0.0,3.33,0.0,0.0,0.0,0.0
2133,35,Magnet Coil,3.5,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,1.39,0.0,0.0,90.34,0.0,2.94,0.0,0.0,0.0,0.0
2134,36,Magnet Coil,4.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,1.64,0.0,0.0,89.09,0.0,3.41,0.0,0.0,0.0,0.0
2135,37,Magnet Coil,4.03,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.39,0.0,0.0,89.35,0.0,3.28,0.0,0.0,0.0,0.0
2136,38,Magnet Coil,3.71,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,1.23,0.0,0.0,90.13,0.0,3.02,0.0,0.0,0.0,0.0
2137,39,Magnet Coil,3.28,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,1.47,0.0,0.0,89.72,0.0,3.55,0.0,0.0,0.0,0.0
2138,40,Magnet Coil,3.68,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.54,0.0,0.0,89.17,0.0,3.58,0.0,0.0,0.0,0.0
2139,41,Magnet Coil,3.72,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,1.34,0.0,0.0,89.82,0.0,3.17,0.0,0.0,0.0,0.0
2140,42,Magnet Coil,3.55,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,1.29,0.0,0.0,90.11,0.0,3.28,0.0,0.0,0.0,0.0
2141,43,Magnet Coil,3.64,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,1.58,0.0,0.0,89.37,0.0,3.46,0.0,0.0,0.0,0.0
2142,44,Magnet Coil,3.26,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.47,0.0,0.0,89.89,0.0,3.5,0.0,0.0,0.0,0.0
2143,45,Magnet Coil,3.48,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.5,0.0,0.0,89.87,0.0,3.17,0.0,0.0,0.0,0.0
2144,46,Magnet Coil,3.89,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,1.6,0.0,0.0,89.51,0.0,3.28,0.0,0.0,0.0,0.0
2145,47,Magnet Coil,3.31,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,1.34,0.0,0.0,89.99,0.0,3.55,0.0,0.0,0.0,0.0
2146,48,Magnet Coil,3.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,1.38,0.0,0.0,90.02,0.0,3.36,0.0,0.0,0.0,0.0
2147,49,Magnet Coil,3.24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.09,0.0,0.0,90.23,0.0,3.51,0.0,0.0,0.0,0.0
2148,50,Magnet Coil,3.58,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.52,0.0,0.0,89.72,0.0,3.56,0.0,0.0,0.0,0.0
2149,51,Magnet Coil,3.84,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.58,0.0,0.0,89.02,0.0,3.63,0.0,0.0,0.0,0.0
2150,52,Magnet Coil,4.07,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,1.65,0.0,0.0,89.21,0.0,3.08,0.0,0.0,0.0,0.0
2151,53,Magnet Coil,3.19,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,1.57,0.0,0.0,90.28,0.0,3.13,0.0,0.0,0.0,0.0
2152,54,Magnet Coil,3.48,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,1.5,0.0,0.0,89.84,0.0,3.26,0.0,0.0,0.0,0.0
2153,55,Magnet Coil,3.92,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.47,0.0,0.0,89.24,0.0,3.49,0.0,0.0,0.0,0.0
2154,56,Magnet Coil,3.63,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.49,0.0,0.0,89.56,0.0,3.5,0.0,0.0,0.0,0.0
2155,57,Magnet Coil,3.98,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,1.31,0.0,0.0,89.31,0.0,3.32,0.0,0.0,0.0,0.0
2156,58,Magnet Coil,3.97,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,1.51,0.0,0.0,89.32,0.0,3.36,0.0,0.0,0.0,0.0
2157,59,Magnet Coil,3.85,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,1.71,0.0,0.0,89.07,0.0,3.46,0.0,0.0,0.0,0.0
2158,60,Magnet Coil,4.07,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,1.27,0.0,0.0,89.11,0.0,3.83,0.0,0.0,0.0,0.0
2159,61,Magnet Coil,3.99,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.65,0.0,0.0,89.3,0.0,3.07,0.0,0.0,0.0,0.0
2160,62,Magnet Coil,3.91,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,1.26,0.0,0.0,89.75,0.0,3.34,0.0,0.0,0.0,0.0
2161,63,Magnet Coil,3.45,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,1.38,0.0,0.0,89.92,0.0,3.14,0.0,0.0,0.0,0.0
2162,64,Magnet Coil,3.73,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,1.58,0.0,0.0,89.57,0.0,3.02,0.0,0.0,0.0,0.0
2163,65,Magnet Coil,3.83,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.35,0.0,0.0,88.85,0.0,4.05,0.0,0.0,0.0,0.0
2164,66,Magnet Coil,3.44,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.48,0.0,0.0,89.84,0.0,3.3,0.0,0.0,0.0,0.0
2165,67,Magnet Coil,3.57,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,1.22,0.0,0.0,90.22,0.0,3.04,0.0,0.0,0.0,0.0
2166,68,Magnet Coil,4.23,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,1.38,0.0,0.0,89.07,0.0,3.43,0.0,0.0,0.0,0.0
2167,69,Magnet Coil,3.72,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,1.38,0.0,0.0,90.04,0.0,3.0,0.0,0.0,0.0,0.0
2168,70,Magnet Coil,3.97,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.37,0.0,0.0,89.61,0.0,3.21,0.0,0.0,0.0,0.0
2169,71,Magnet Coil,3.74,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.21,0.0,0.0,89.8,0.0,3.36,0.0,0.0,0.0,0.0
2170,72,Magnet Coil,3.88,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.6,0.0,0.0,89.49,0.0,3.08,0.0,0.0,0.0,0.0
2171,73,Magnet Coil,3.62,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,1.21,0.0,0.0,89.63,0.0,3.72,0.0,0.0,0.0,0.0
2172,74,Magnet Coil,4.03,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.48,0.0,0.0,89.51,0.0,3.28,0.0,0.0,0.0,0.0
2173,75,Magnet Coil,3.69,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,1.45,0.0,0.0,89.93,0.0,3.13,0.0,0.0,0.0,0.0
2174,76,Magnet Coil,3.78,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.69,0.0,0.0,89.67,0.0,2.99,0.0,0.0,0.0,0.0
2175,77,Magnet Coil,3.32,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.67,0.0,0.0,89.44,0.0,3.74,0.0,0.0,0.0,0.0
2176,78,Magnet Coil,3.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.43,0.0,0.0,90.21,0.0,3.06,0.0,0.0,0.0,0.0
2177,79,Magnet Coil,3.73,0.18,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,1.53,0.0,0.0,89.95,0.0,3.13,0.0,0.0,0.0,0.0
2178,80,Magnet Coil,3.78,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,1.23,0.0,0.0,89.86,0.0,3.34,0.0,0.0,0.0,0.0
2179,81,Magnet Coil,3.71,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,1.53,0.0,0.0,90.0,0.0,2.99,0.0,0.0,0.0,0.0
2180,82,Magnet Coil,4.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,1.43,0.0,0.0,89.45,0.0,2.84,0.0,0.0,0.0,0.0
2181,83,Magnet Coil,3.92,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,1.29,0.0,0.0,89.7,0.0,3.35,0.0,0.0,0.0,0.0
2182,84,Magnet Coil,3.78,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,1.31,0.0,0.0,89.5,0.0,3.35,0.0,0.0,0.0,0.0
2183,85,Magnet Coil,3.52,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,1.61,0.0,0.0,89.97,0.0,3.2,0.0,0.0,0.0,0.0
2184,86,Magnet Coil,3.71,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.3,0.0,0.0,89.6,0.0,3.49,0.0,0.0,0.0,0.0
2185,87,Magnet Coil,3.98,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,1.44,0.0,0.0,88.76,0.0,3.62,0.0,0.0,0.0,0.0
2186,88,Magnet Coil,3.62,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,1.72,0.0,0.0,89.11,0.0,3.45,0.0,0.0,0.0,0.0
2187,89,Magnet Coil,3.38,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,1.17,0.0,0.0,90.57,0.0,3.07,0.0,0.0,0.0,0.0
2188,90,Magnet Coil,3.92,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,1.68,0.0,0.0,89.74,0.0,2.94,0.0,0.0,0.0,0.0
2189,91,Magnet Coil,3.42,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,1.3,0.0,0.0,90.39,0.0,3.32,0.0,0.0,0.0,0.0
2190,92,Magnet Coil,3.72,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,1.45,0.0,0.0,89.55,0.0,3.19,0.0,0.0,0.0,0.0
2191,93,Magnet Coil,3.94,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.41,0.0,0.0,89.75,0.0,3.07,0.0,0.0,0.0,0.0
2192,94,Magnet Coil,3.71,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,1.39,0.0,0.0,89.91,0.0,3.23,0.0,0.0,0.0,0.0
2193,95,Magnet Coil,3.6,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.21,0.0,0.0,89.89,0.0,3.44,0.0,0.0,0.0,0.0
2194,96,Magnet Coil,3.98,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,1.5,0.0,0.0,89.11,0.0,3.4,0.0,0.0,0.0,0.0
2195,97,Magnet Coil,3.52,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,1.43,0.0,0.0,90.0,0.0,3.21,0.0,0.0,0.0,0.0
2196,98,Magnet Coil,3.66,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,1.22,0.0,0.0,89.92,0.0,3.42,0.0,0.0,0.0,0.0
2197,99,Magnet Coil,4.06,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,1.54,0.0,0.0,89.38,0.0,3.15,0.0,0.0,0.0,0.0
2198,100,Magnet Coil,4.12,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.0,0.0,1.28,0.0,0.0,88.82,0.0,3.75,0.0,0.0,0.0,0.0
2199,101,Magnet Coil,3.87,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,1.9,0.0,0.0,89.41,0.0,3.14,0.0,0.0,0.0,0.0
2200,102,Magnet Coil,3.67,0.26,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,1.39,0.0,0.0,89.02,0.0,3.72,0.0,0.0,0.0,0.0
